,ProdTaken,PreferredLoginDevice,CityTier,Occupation,Gender,ProductPitched,PreferredPropertyStar,MaritalStatus,Passport,OwnCar,Designation,Age,DurationOfPitch,NumberOfPersonVisited,NumberOfFollowups,NumberOfTrips,PitchSatisfactionScore,NumberOfChildrenVisited,MonthlyIncome
2132,Yes,Self Enquiry,Tier-3,Small Business,Female,Multi,3 Star,Single,No,Yes,Executive,20.0,8.0,2.0,4.0,2.0,4.0,0.0,17044.0
2133,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,21.0,24.0,3.0,3.0,2.0,3.0,2.0,17693.0
2134,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,36.0,20.0,3.0,3.0,1.0,5.0,0.0,21586.0
2135,No,Self Enquiry,Tier-3,Salaried,Female,Multi,3 Star,Single,Yes,No,Executive,47.0,8.0,3.0,4.0,2.0,1.0,0.0,18294.0
2136,Yes,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,35.98145262716595,9.0,2.0,3.0,1.0,5.0,1.0,22746.410886508384
2137,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,Yes,No,Executive,41.0,8.0,2.0,5.0,5.0,3.0,1.0,17778.0
2138,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Married,No,No,Executive,28.0,15.0,3.0,3.0,6.0,3.0,0.0,17377.0
2139,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Married,Yes,Yes,Executive,39.0,12.0,3.0,3.0,1.0,1.0,1.0,17404.0
2140,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,No,Executive,27.0,10.0,3.0,3.0,2.0,1.0,0.0,17318.0
2141,No,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Married,No,Yes,Executive,34.0,16.0,2.0,3.0,2.0,1.0,1.0,17008.0
2142,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Single,No,Yes,Manager,42.0,20.0,3.0,4.0,1.0,3.0,0.0,21244.0
2143,No,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Single,Yes,Yes,Executive,33.0,6.0,3.0,4.0,4.0,4.0,1.0,17799.0
2144,No,Self Enquiry,Tier-1,Large Business,Female,Standard,4 Star,Married,Yes,Yes,Senior Manager,58.0,11.0,2.0,4.0,3.0,5.0,1.0,25552.0
2145,No,Self Enquiry,Tier-3,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,31.0,13.0,2.0,4.0,4.0,4.0,1.0,17329.0
2146,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,Yes,No,Manager,36.593338102260645,27.0,2.0,3.0,2.0,3.0,0.0,22124.321515715623
2147,No,Self Enquiry,Tier-1,Salaried,Female,Standard,4 Star,Married,No,No,Senior Manager,49.0,14.0,2.0,3.0,5.0,4.0,1.0,22403.0
2148,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,48.0,26.0,2.0,3.0,5.0,1.0,0.0,17259.0
2149,No,Company Invited,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,31.0,26.0,2.0,3.0,2.0,1.0,1.0,21932.0
2150,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Single,No,Yes,Executive,36.0,15.500264704734505,3.0,3.0,3.0,3.0,2.0,19678.0
2151,No,Self Enquiry,Tier-1,Large Business,Female,Standard,5 Star,Married,No,Yes,Senior Manager,38.0,6.0,3.0,3.0,2.0,4.0,1.0,28582.0
2152,No,Company Invited,Tier-1,Salaried,Female,Multi,4 Star,Married,No,No,Executive,32.0,6.0,3.0,4.0,7.0,3.0,2.0,17332.0
2153,Yes,Self Enquiry,Tier-3,Small Business,Male,Multi,4 Star,Married,Yes,No,Executive,25.0,25.0,2.0,4.0,2.0,1.0,1.0,17413.0
2154,No,Self Enquiry,Tier-3,Small Business,Male,Standard,4 Star,Married,No,No,Senior Manager,40.0,16.0,3.0,4.0,3.0,4.0,0.0,24705.0
2155,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,5 Star,Single,No,No,Manager,26.0,15.499018106002879,2.0,4.0,2.0,3.0,0.0,19769.869077710697
2156,No,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Single,Yes,Yes,Executive,41.0,15.5009923318987,2.0,3.0,3.0,4.0,1.0,19721.0
2157,No,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Single,No,Yes,Executive,36.0,8.0,3.0,3.0,5.0,5.0,1.0,17519.0
2158,Yes,Self Enquiry,Tier-3,Salaried,Male,Multi,4 Star,Single,Yes,Yes,Executive,19.0,27.0,2.0,4.0,2.0,1.0,1.0,17121.0
2159,Yes,Self Enquiry,Tier-1,Large Business,Male,Multi,5 Star,Single,No,Yes,Executive,20.0,10.0,2.0,3.0,2.0,3.0,0.0,17973.0
2160,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,31.0,18.0,2.0,3.0,1.0,4.0,0.0,20855.0
2161,No,Company Invited,Tier-1,Small Business,Male,Multi,4 Star,Married,Yes,No,Executive,32.852572992798386,15.0,2.0,3.0,1.0,4.0,0.0,18617.0
2162,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,5 Star,Married,No,Yes,Manager,32.0,9.0,3.0,3.0,2.0,1.0,0.0,21725.0
2163,Yes,Self Enquiry,Tier-3,Salaried,Male,Standard,3 Star,Married,Yes,Yes,Senior Manager,36.0,9.0,2.0,4.0,2.0,1.0,0.0,25325.0
2164,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,33.0,6.0,2.0,4.0,1.0,4.0,1.0,21949.0
2165,Yes,Self Enquiry,Tier-3,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,37.0,6.0,2.0,4.0,6.0,1.0,1.0,25609.0
2166,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,4 Star,Married,No,Yes,Manager,45.0,15.313667916185224,2.0,3.0,2.0,4.0,0.0,24595.68548888463
2167,No,Company Invited,Tier-3,Large Business,Female,Multi,3 Star,Married,No,No,Executive,29.0,26.0,2.0,3.0,2.0,3.0,1.0,17157.0
2168,No,Self Enquiry,Tier-3,Small Business,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,35.0,15.510968475383976,2.0,3.0,2.0,4.0,1.0,19601.0
2169,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,3 Star,Married,No,Yes,AVP,52.0,6.0,3.0,3.0,3.0,1.0,2.0,32099.0
2170,Yes,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Single,No,No,Executive,58.0,8.0,2.0,3.0,5.0,1.0,0.0,17479.0
2171,No,Self Enquiry,Tier-3,Small Business,Male,Deluxe,3 Star,Married,No,Yes,AVP,53.0,8.0,2.0,3.0,7.0,3.0,0.0,29852.0
2172,No,Self Enquiry,Tier-3,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,30.0,14.0,3.0,3.0,6.0,3.0,0.0,22264.0
2173,No,Company Invited,Tier-3,Large Business,Female,Super Deluxe,3 Star,Single,Yes,Yes,Manager,38.0,16.0,2.0,3.0,2.0,3.0,0.0,20666.0
2174,No,Self Enquiry,Tier-3,Salaried,Male,Standard,3 Star,Married,No,No,Senior Manager,35.0,9.0,3.0,3.0,7.0,5.0,2.0,22823.0
2175,No,Self Enquiry,Tier-3,Salaried,Male,Standard,3 Star,Unmarried,No,No,Senior Manager,39.0,8.0,2.0,1.0,1.0,1.0,0.0,22880.0
2176,Yes,Company Invited,Tier-3,Salaried,Female,Deluxe,4 Star,Unmarried,Yes,Yes,AVP,40.0,30.0,3.0,1.0,5.0,3.0,0.0,28194.0
2177,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,3 Star,Married,Yes,Yes,Manager,47.0,22.0,3.0,1.0,2.0,1.0,0.0,20067.0
2178,No,Company Invited,Tier-3,Large Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,36.0,14.0,2.0,3.0,5.0,3.0,1.0,20079.0
2179,Yes,Company Invited,Tier-1,Small Business,Male,Multi,5 Star,Single,Yes,No,Executive,31.0,15.0,2.0,4.0,1.0,3.0,1.0,17321.0
2180,No,Company Invited,Tier-3,Salaried,Male,Deluxe,3 Star,Single,No,Yes,AVP,33.0,23.0,2.0,3.0,2.0,3.0,0.0,32444.0
2181,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Single,Yes,Yes,Executive,29.0,16.0,3.0,4.0,7.0,5.0,0.0,17404.0
2182,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Single,No,Yes,Executive,34.99162474973548,19.0,2.0,3.0,4.0,3.0,0.0,18452.0
2183,No,Self Enquiry,Tier-1,Small Business,Female,Multi,3 Star,Married,No,Yes,Executive,45.0,6.0,3.0,3.0,4.0,5.0,0.0,17270.0
2184,No,Self Enquiry,Tier-1,Small Business,Male,Deluxe,3 Star,Married,No,No,AVP,50.0,6.0,3.0,3.0,1.0,5.0,2.0,32399.0
2185,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,4 Star,Married,Yes,Yes,Manager,33.0,6.0,2.0,1.0,2.0,3.0,0.0,20488.0
2186,No,Company Invited,Tier-1,Small Business,Male,King,3 Star,Married,No,No,VP,41.0,15.0,3.0,3.0,3.0,4.0,2.0,34419.0
2187,No,Self Enquiry,Tier-1,Large Business,Female,Multi,4 Star,Married,No,Yes,Executive,27.0,22.0,2.0,3.0,1.0,1.0,0.0,17811.0
2188,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,Yes,Yes,Manager,33.51475011109062,29.0,2.0,3.0,2.0,1.0,0.0,18633.0
2189,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Single,Yes,Yes,Manager,36.70069360752997,10.0,2.0,3.0,2.0,3.0,1.0,22760.68230043014
2190,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,Yes,No,Executive,30.0,28.0,2.0,3.0,5.0,1.0,0.0,17132.0
2191,No,Self Enquiry,Tier-1,Salaried,Male,Deluxe,3 Star,Married,Yes,Yes,AVP,50.0,30.0,3.0,3.0,4.0,4.0,2.0,28973.0
2192,No,Company Invited,Tier-1,Small Business,Male,Multi,3 Star,Married,No,No,Executive,38.0,16.0,3.0,3.0,1.0,5.0,0.0,17684.0
2193,No,Self Enquiry,Tier-1,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,46.0,13.0,3.0,3.0,7.0,1.0,1.0,25845.0
2194,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Married,No,No,Manager,24.0,15.53552244349406,2.0,4.0,2.0,3.0,0.0,19264.28874007729
2195,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Married,Yes,Yes,Executive,36.56596761514338,20.0,2.0,4.0,2.0,5.0,1.0,23196.916963368683
2196,No,Company Invited,Tier-1,Salaried,Female,Super Deluxe,5 Star,Married,No,Yes,Manager,36.99407379519556,6.0,3.0,3.0,2.0,5.0,0.0,22755.60436657301
2197,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Single,No,No,Executive,18.0,11.0,3.0,3.0,2.0,1.0,1.0,16051.0
2198,No,Self Enquiry,Tier-1,Large Business,Female,Standard,3 Star,Married,No,No,Senior Manager,54.0,23.0,2.0,3.0,1.0,5.0,0.0,25739.0
2199,No,Self Enquiry,Tier-1,Small Business,Female,Standard,3 Star,Married,Yes,No,Senior Manager,35.0,31.0,2.0,3.0,2.0,3.0,1.0,25388.0
2200,No,Self Enquiry,Tier-1,Salaried,Female,Standard,5 Star,Married,Yes,No,Senior Manager,30.0,14.0,3.0,1.0,1.0,1.0,2.0,26416.0
2201,Yes,Self Enquiry,Tier-1,Small Business,Female,Multi,5 Star,Single,Yes,Yes,Executive,20.0,17.0,3.0,4.0,2.0,3.0,2.0,17600.0
2202,Yes,Company Invited,Tier-1,Small Business,Female,Multi,4 Star,Single,No,No,Executive,30.0,11.0,2.0,3.0,1.0,3.0,0.0,17422.0
2203,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,26.0,8.0,2.0,1.0,2.0,3.0,1.0,20472.0
2204,No,Self Enquiry,Tier-1,Salaried,Male,Multi,5 Star,Married,No,No,Executive,22.0,14.0,3.0,5.0,2.0,1.0,1.0,17451.0
2205,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Single,No,No,Manager,48.0,15.259480052720221,3.0,4.0,3.0,1.0,2.0,26395.549979781936
2206,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Unmarried,No,Yes,Senior Manager,48.0,10.0,3.0,4.0,1.0,5.0,0.0,25999.0
2207,No,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,3 Star,Single,No,Yes,Manager,41.0,13.0,2.0,4.0,7.0,3.0,1.0,20003.0
2208,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,3 Star,Married,No,Yes,AVP,39.0,6.0,3.0,4.0,2.0,3.0,0.0,27742.0
2209,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,27.0,8.0,2.0,3.0,1.0,5.0,0.0,19995.60809356309
2210,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,37.02410234987322,16.0,2.0,3.0,2.0,5.0,0.0,22592.72662423164
2211,No,Self Enquiry,Tier-3,Small Business,Male,King,3 Star,Married,No,No,VP,42.0,11.0,2.0,3.0,7.0,4.0,1.0,33303.0
2212,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,50.0,15.0,3.0,3.0,5.0,5.0,2.0,17380.0
2213,No,Self Enquiry,Tier-1,Salaried,Female,Deluxe,3 Star,Single,Yes,Yes,AVP,59.0,8.0,3.0,4.0,4.0,5.0,0.0,28726.0
2214,Yes,Self Enquiry,Tier-1,Small Business,Female,Super Deluxe,4 Star,Married,No,Yes,Manager,37.0,15.523544194478944,3.0,5.0,6.0,4.0,0.0,19777.0
2215,No,Company Invited,Tier-1,Small Business,Male,Super Deluxe,4 Star,Married,Yes,Yes,Manager,55.0,24.0,3.0,3.0,4.0,5.0,1.0,21385.0
2216,No,Company Invited,Tier-1,Salaried,Female,King,3 Star,Married,No,Yes,VP,41.0,13.0,2.0,5.0,2.0,4.0,1.0,34973.0
2217,No,Self Enquiry,Tier-3,Salaried,Male,Super Deluxe,3 Star,Unmarried,Yes,Yes,Manager,38.0,9.0,2.0,3.0,1.0,3.0,0.0,21861.0
2218,Yes,Company Invited,Tier-3,Small Business,Male,Super Deluxe,5 Star,Single,No,Yes,Manager,26.0,35.0,3.0,4.0,1.0,3.0,1.0,19969.0
2219,Yes,Self Enquiry,Tier-3,Small Business,Female,King,3 Star,Married,No,Yes,VP,52.0,8.0,2.0,5.0,2.0,3.0,1.0,34845.0
2220,No,Self Enquiry,Tier-3,Small Business,Female,Deluxe,3 Star,Married,Yes,Yes,AVP,44.0,34.0,2.0,1.0,4.0,1.0,0.0,28320.0
2221,No,Company Invited,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,No,No,Manager,50.0,6.0,3.0,3.0,1.0,1.0,1.0,21347.0
2222,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Single,No,Yes,Executive,36.0,22.0,2.0,1.0,2.0,1.0,0.0,17743.0
2223,No,Company Invited,Tier-1,Small Business,Female,Standard,5 Star,Unmarried,Yes,Yes,Senior Manager,39.0,28.0,2.0,3.0,2.0,5.0,1.0,25880.0
2224,No,Company Invited,Tier-3,Salaried,Female,Multi,3 Star,Single,No,No,Executive,33.0,14.0,2.0,4.0,1.0,1.0,1.0,17342.0
2225,No,Self Enquiry,Tier-3,Salaried,Female,Deluxe,3 Star,Married,No,No,AVP,45.0,17.0,2.0,3.0,4.0,4.0,1.0,32650.0
2226,No,Company Invited,Tier-1,Small Business,Female,Multi,3 Star,Single,No,Yes,Executive,34.99699852910696,35.0,3.0,3.0,1.0,3.0,2.0,22605.625341392675
2227,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,No,Manager,34.0,6.0,3.0,1.0,1.0,5.0,1.0,24725.0
2228,No,Self Enquiry,Tier-3,Large Business,Male,Standard,3 Star,Married,Yes,Yes,Senior Manager,59.0,6.0,3.0,3.0,4.0,1.0,0.0,26904.0
2229,No,Self Enquiry,Tier-2,Small Business,Male,Multi,4 Star,Single,No,No,Executive,45.0,30.0,2.0,3.0,2.0,4.0,1.0,17177.0
2230,No,Company Invited,Tier-3,Small Business,Female,Standard,4 Star,Married,No,Yes,Senior Manager,53.0,8.0,2.0,4.0,3.0,1.0,0.0,22525.0
2231,Yes,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,3 Star,Married,No,No,Manager,36.0,15.528603717168266,2.0,3.0,1.0,4.0,1.0,19834.0
2232,Yes,Company Invited,Tier-1,Salaried,Male,Multi,5 Star,Married,Yes,No,Executive,26.0,8.0,2.0,3.0,7.0,5.0,0.0,17042.0
2233,No,Self Enquiry,Tier-3,Salaried,Female,Multi,3 Star,Married,Yes,No,Executive,34.0,16.0,2.0,3.0,2.0,1.0,1.0,17220.0
2234,No,Self Enquiry,Tier-3,Small Business,Male,Multi,4 Star,Married,No,No,Executive,28.0,16.0,3.0,3.0,2.0,5.0,2.0,16052.0
2235,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,38.0,9.0,2.0,3.0,4.0,3.0,0.0,17821.0
2236,No,Self Enquiry,Tier-1,Small Business,Male,King,3 Star,Married,Yes,Yes,VP,50.0,8.0,3.0,3.0,3.0,1.0,2.0,34237.0
2237,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,4 Star,Single,No,Yes,Manager,38.975883693449475,9.0,2.0,3.0,4.0,4.0,0.0,23087.889090531593
2238,No,Self Enquiry,Tier-3,Small Business,Male,Super Deluxe,5 Star,Married,No,Yes,Manager,40.0,32.0,3.0,3.0,2.0,1.0,2.0,23396.0
2239,No,Company Invited,Tier-1,Small Business,Female,Multi,3 Star,Married,No,No,Executive,26.0,6.0,3.0,4.0,2.0,1.0,0.0,17007.0
2240,No,Self Enquiry,Tier-1,Small Business,Male,King,3 Star,Married,No,Yes,VP,46.0,6.0,2.0,3.0,1.0,5.0,0.0,34627.0
2241,No,Self Enquiry,Tier-3,Salaried,Female,Standard,3 Star,Married,No,Yes,Senior Manager,54.0,8.0,2.0,4.0,7.0,5.0,1.0,25686.0
2242,No,Company Invited,Tier-1,Small Business,Female,Multi,3 Star,Married,No,Yes,Executive,56.0,15.0,3.0,3.0,3.0,1.0,0.0,17942.0
2243,No,Self Enquiry,Tier-1,Small Business,Female,Standard,3 Star,Unmarried,No,Yes,Senior Manager,36.0,18.0,2.0,4.0,1.0,1.0,0.0,23858.0
2244,No,Company Invited,Tier-1,Small Business,Male,Deluxe,5 Star,Single,No,Yes,AVP,55.0,8.0,2.0,4.0,1.0,3.0,1.0,31756.0
2245,No,Self Enquiry,Tier-3,Small Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,43.0,31.0,3.0,4.0,6.0,4.0,1.0,25798.0
2246,Yes,Company Invited,Tier-3,Small Business,Female,Multi,3 Star,Single,Yes,Yes,Executive,20.0,15.0,2.0,3.0,2.0,4.0,0.0,17323.0
2247,Yes,Self Enquiry,Tier-1,Salaried,Female,Multi,5 Star,Single,No,No,Executive,21.0,16.0,2.0,4.0,2.0,3.0,1.0,16416.0
2248,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,5 Star,Married,Yes,Yes,Manager,46.0,15.544191041401689,3.0,4.0,1.0,1.0,2.0,19615.0
2249,Yes,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,Yes,No,Executive,51.0,10.0,2.0,3.0,1.0,1.0,0.0,17461.0
2250,Yes,Company Invited,Tier-1,Large Business,Male,Standard,5 Star,Unmarried,No,Yes,Senior Manager,28.0,30.0,3.0,4.0,2.0,1.0,1.0,23722.0
2251,No,Self Enquiry,Tier-1,Small Business,Male,Multi,5 Star,Married,No,Yes,Executive,36.53067595218086,6.0,2.0,4.0,2.0,3.0,1.0,23158.764418020786
2252,No,Self Enquiry,Tier-1,Salaried,Male,Super Deluxe,5 Star,Married,No,No,Manager,30.0,26.0,2.0,3.0,1.0,4.0,1.0,24957.0
2253,No,Self Enquiry,Tier-1,Large Business,Female,Multi,3 Star,Married,No,No,Executive,34.32475073887345,13.0,2.0,1.0,2.0,3.0,0.0,18376.0
2254,No,Self Enquiry,Tier-1,Salaried,Female,Standard,3 Star,Married,No,Yes,Senior Manager,38.0,23.0,3.0,4.0,1.0,1.0,2.0,23823.0
2255,No,Self Enquiry,Tier-1,Large Business,Male,Standard,3 Star,Married,No,Yes,Senior Manager,40.0,26.0,3.0,3.0,5.0,3.0,1.0,25322.0
2256,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,27.0,15.547805689612673,2.0,5.0,2.0,1.0,1.0,19621.0
2257,No,Company Invited,Tier-1,Salaried,Male,Standard,4 Star,Married,No,No,Senior Manager,55.0,8.0,3.0,3.0,4.0,1.0,1.0,25976.0
2258,No,Self Enquiry,Tier-1,Salaried,Female,Super Deluxe,3 Star,Single,No,No,Manager,34.695942914479915,16.0,2.0,3.0,4.0,4.0,1.0,18660.0
2259,Yes,Self Enquiry,Tier-2,Small Business,Male,Standard,5 Star,Married,No,Yes,Senior Manager,44.0,6.0,3.0,4.0,1.0,4.0,0.0,25482.0
2260,No,Self Enquiry,Tier-1,Salaried,Male,Standard,3 Star,Married,No,Yes,Senior Manager,33.0,11.0,2.0,4.0,5.0,3.0,1.0,22119.0
2261,Yes,Self Enquiry,Tier-3,Large Business,Male,Standard,5 Star,Unmarried,Yes,Yes,Senior Manager,35.0,10.0,2.0,3.0,1.0,4.0,1.0,24582.0
2262,Yes,Company Invited,Tier-1,Small Business,Female,Super Deluxe,3 Star,Single,No,Yes,Manager,33.0,15.554659197635814,2.0,4.0,2.0,5.0,0.0,19508.0
2263,No,Self Enquiry,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,28.0,21.0,2.0,3.0,2.0,4.0,0.0,17207.0
2264,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,Yes,Manager,34.0,9.0,2.0,3.0,1.0,1.0,0.0,22756.0
2265,No,Self Enquiry,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,Yes,Yes,Manager,37.0,16.0,2.0,4.0,3.0,4.0,1.0,21694.0
2266,Yes,Self Enquiry,Tier-1,Large Business,Male,Multi,3 Star,Married,Yes,Yes,Executive,33.17638313604613,10.0,2.0,3.0,2.0,3.0,1.0,18691.0
2267,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,3 Star,Married,No,Yes,Executive,26.0,27.0,2.0,3.0,2.0,5.0,0.0,17377.0
2268,Yes,Self Enquiry,Tier-1,Small Business,Male,Multi,4 Star,Single,Yes,Yes,Executive,33.0,31.0,2.0,4.0,5.0,4.0,0.0,17313.0
2269,No,Self Enquiry,Tier-1,Small Business,Male,Deluxe,5 Star,Married,No,Yes,AVP,42.0,8.0,2.0,3.0,1.0,3.0,0.0,32665.0
2270,Yes,Company Invited,Tier-1,Small Business,Male,Multi,4 Star,Married,No,Yes,Executive,28.0,6.0,2.0,4.0,2.0,4.0,0.0,17596.0
2271,Yes,Company Invited,Tier-3,Salaried,Male,Super Deluxe,3 Star,Single,Yes,Yes,Manager,50.0,15.549416470652517,2.0,3.0,4.0,1.0,1.0,19728.0
2272,No,Company Invited,Tier-3,Salaried,Female,Super Deluxe,4 Star,Married,No,No,Manager,33.0,15.485140381790202,1.0,3.0,1.0,4.0,0.0,21386.163291056437
2273,No,Company Invited,Tier-1,Salaried,Male,Multi,3 Star,Married,No,No,Executive,34.0,9.0,2.0,4.0,4.0,1.0,0.0,17979.0
2274,No,Company Invited,Tier-1,Small Business,Male,Deluxe,3 Star,Single,No,No,AVP,48.0,6.0,2.0,1.0,3.0,1.0,0.0,31885.0
2275,No,Company Invited,Tier-3,Salaried,Female,Super Deluxe,3 Star,Married,No,Yes,Manager,45.0,15.0,3.0,4.0,2.0,3.0,2.0,20593.0
2276,No,Self Enquiry,Tier-1,Salaried,Male,Standard,4 Star,Unmarried,No,Yes,Senior Manager,52.0,5.0,2.0,3.0,1.0,3.0,1.0,25445.0
2277,No,Self Enquiry,Tier-3,Small Business,Male,Standard,3 Star,Married,Yes,Yes,Senior Manager,38.0,16.0,3.0,4.0,1.0,3.0,1.0,23740.0
2278,No,Self Enquiry,Tier-1,Salaried,Female,Multi,3 Star,Married,No,Yes,Executive,29.0,34.0,3.0,3.0,5.0,5.0,0.0,17514.0
2279,No,Self Enquiry,Tier-1,Small Business,Female,Standard,4 Star,Married,No,No,Senior Manager,28.0,9.0,3.0,3.0,1.0,4.0,0.0,22655.0
2280,No,Self Enquiry,Tier-3,Small Business,Male,Deluxe,3 Star,Married,No,Yes,AVP,46.0,9.0,2.0,3.0,4.0,1.0,0.0,32465.0
2281,No,Self Enquiry,Tier-3,Small Business,Male,Standard,4 Star,Unmarried,No,Yes,Senior Manager,38.0,8.0,2.0,3.0,1.0,4.0,1.0,22351.0
2282,No,Company Invited,Tier-1,Salaried,Female,Standard,5 Star,Married,No,Yes,Senior Manager,43.0,33.0,2.0,3.0,1.0,4.0,0.0,25820.0
2283,Yes,Company Invited,Tier-1,Salaried,Male,Deluxe,3 Star,Married,No,Yes,AVP,39.0,8.0,2.0,3.0,1.0,3.0,0.0,27169.0
2284,No,Self Enquiry,Tier-1,Small Business,Male,King,3 Star,Single,No,Yes,VP,40.0,20.0,2.0,4.0,2.0,3.0,1.0,34626.0
2285,No,Self Enquiry,Tier-1,Large Business,Female,Multi,4 Star,Single,Yes,Yes,Executive,21.0,6.0,3.0,4.0,2.0,5.0,1.0,17070.0
2286,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,4 Star,Unmarried,No,Yes,Manager,39.0,15.0,3.0,3.0,1.0,1.0,0.0,21782.0
2287,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Unmarried,No,No,Manager,36.0,24.0,3.0,3.0,3.0,3.0,1.0,22779.0
2288,No,Company Invited,Tier-3,Salaried,Male,Multi,3 Star,Married,No,Yes,Executive,31.0,26.0,3.0,1.0,1.0,5.0,0.0,17791.0
2289,No,Self Enquiry,Tier-1,Salaried,Male,Multi,4 Star,Married,No,No,Executive,28.0,8.0,3.0,4.0,1.0,1.0,2.0,18201.0
2290,No,Company Invited,Tier-3,Small Business,Male,Super Deluxe,3 Star,Married,No,Yes,Manager,35.0,17.0,2.0,4.0,2.0,5.0,1.0,19968.0
2291,No,Self Enquiry,Tier-3,Large Business,Male,Deluxe,4 Star,Married,No,Yes,AVP,49.0,14.0,2.0,4.0,7.0,4.0,1.0,28120.0
2292,No,Company Invited,Tier-1,Salaried,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,37.6725655939462,8.0,3.0,3.0,3.0,4.0,1.0,23298.149265727086
2293,No,Company Invited,Tier-1,Salaried,Female,Multi,4 Star,Married,No,No,Executive,29.0,16.0,3.0,3.0,1.0,5.0,0.0,18291.0
2294,No,Self Enquiry,Tier-1,Small Business,Male,Super Deluxe,3 Star,Single,No,Yes,Manager,42.0,15.355956885732795,2.0,5.0,5.0,3.0,1.0,24906.527160605445
